price_£,proprety type,surface,bedroom,bathroom,address,city,principale
346612.0,House,2906.26,5,2,"Souiria Kadima 184, Safi, Marrakesh-Safi",Safi,Marrakesh-Safi
1498559.0,Apartment,1000.0,4,4,"Route de Ouarzazate, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
669356.0,House,550.0,4,5,"Route de lOurika, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
273088.0,House,1291.67,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
441143.0,House,3444.45,5,4,"Essaouira, Marrakesh-Safi",Marrakech,
389625.0,House,305.0,4,4,"Agdal, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
357115.0,House,2583.34,6,5,"Essaouira, Marrakesh-Safi",Marrakech,
231075.0,House,1829.86,3,2,"Essaouira, Marrakesh-Safi",Marrakech,
336109.0,House,3767.37,3,2,"Essaouira, Marrakesh-Safi",Marrakech,
1298751.0,House,1700.0,5,5,"Agdal, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
889145.0,House,2700.0,4,4,"Ennakhil-(Palmeraie), Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
659366.0,House,944.0,5,5,"Route de Tahanaout, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
179827.0,Apartment,86.0,2,2,"Route de Fez, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
1398655.0,House,955.0,5,5,"Sidi Belyout, Casablanca, Casablanca-Settat",Casablanca,Casablanca-Settat
335677.0,House,500.0,3,3,"Route de Fez, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
854179.0,House,1349.0,4,4,"Route de lOurika, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
416426.0,House,520.0,3,3,"Agdal, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
186671.0,Apartment,101.0,2,2,"Guéliz, Marrakech, Marrakesh-Tensift-El Haouz 40000",Marrakech,Marrakesh-Tensift-El Haouz
749280.0,House,30000.0,5,5,"Route de lOurika, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
594429.0,House,700.0,4,4,"Ménara, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
1248799.0,House,1335.0,5,5,"Ennakhil-(Palmeraie), Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
719308.0,House,523.0,4,4,"Route Amizmiz, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
1198847.0,House,20000.0,8,7,"Route de lOurika, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
703237.0,House,900.0,4,4,"Agdal, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
549472.0,House,500.0,5,4,"Agdal, Marrakech, Marrakesh-Tensift-El Haouz",Marrakech,Marrakesh-Tensift-El Haouz
779251.0,House,407.0,4,4,"Route Amizmiz, Marrakech, Marrakesh-Safi",Marrakech,Marrakesh-Safi
294095.0,House,2690.98,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
409632.0,House,4736.12,9,9,"Essaouira, Marrakesh-Safi",Marrakech,
309850.0,House,1840.63,4,3,"Essaouira, Marrakesh-Safi",Marrakech,
630204.0,House,4305.56,7,6,"Essaouira, Marrakesh-Safi",Marrakech,
262585.0,House,2152.78,3,2,"Essaouira, Marrakesh-Safi",Marrakech,
262585.0,House,2368.06,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
189061.0,House,753.47,2,2,"Essaouira, Marrakesh-Safi",Marrakech,
309325.0,House,1840.63,4,3,"Essaouira, Marrakesh-Safi",Marrakech,
448495.0,House,3444.45,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
156501.0,House,1076.4,2,2,"Rue Zallaqa 3 Essaouira Morocco, Essaouira, Essaouira, Province d'",Essaouira,Essaouira
330857.0,House,2421.88,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
173306.0,Apartment,2206.62,3,2,"36 Av. Lissan-Edine Ibn Al-Khatib, Fez, Fez",Fez,Fez
194733.0,House,2152.78,5,5,"Essaouira, Marrakesh-Safi",Marrakech,
787755.0,House,4197.93,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
1081850.0,House,145312.8,6,6,"Marrakesh, Marrakesh-Safi",Marrakech,
123940.0,Apartment,958.0,2,2,"Tangier, Tanger, Province de",Tangier,Province de
840272.0,House,4305.56,7,7,"Essaouira, Marrakesh-Safi",Marrakech,
435891.0,House,2906.26,3,3,"Essaouira, Marrakesh-Safi",Marrakech,
1890611.0,House,6673.68,7,8,"Les rocher 45 Les rocher 45, Bouznika, Casablanca",Bouznika,Casablanca
462149.0,House,2583.34,4,4,"Essaouira, Marrakesh-Safi",Marrakech,
1260408.0,House,8072.93,8,8,"Essaouira, Marrakesh-Safi",Marrakech,
315102.0,House,1722.23,3,3,"Essaouira, Marrakesh-Safi",Marrakech,
945306.0,House,8611.13,7,10,"Essaouira, Marrakesh-Safi",Marrakech,
